train_url,test_url
https://www.dermaamin.com/site/images/clinical-pic/a/acne_scarring/acne_scarring22.jpg,https://www.dermaamin.com/site/images/clinical-pic/b/behcets_disease/behcets_disease12.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acne_scarring/acne_scarring23.jpg,https://www.dermaamin.com/site/images/clinical-pic/b/behcets_disease/behcets_disease14.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acne_scarring/acne_scarring3.jpg,https://www.dermaamin.com/site/images/clinical-pic/b/behcets_disease/behcets_disease3.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris110.jpg,https://www.dermaamin.com/site/images/clinical-pic/b/behcets_disease/behcets_disease40.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris156.jpg,https://www.dermaamin.com/site/images/clinical-pic/b/borderline_lepromatous_leprosy/borderline_lepromatous_leprosy2.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris181.jpg,https://www.dermaamin.com/site/images/clinical-pic/b/bowens_disease/bowens_disease29.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris182.jpg,https://www.dermaamin.com/site/images/clinical-pic/b/branchial_cleft_cyst/branchial_cleft_cyst3.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris196.jpg,https://www.dermaamin.com/site/images/clinical-pic/c/calcinosis_cutis/calcinosis_cutis13.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris207.jpg,https://www.dermaamin.com/site/images/clinical-pic/c/calcinosis_cutis/calcinosis_cutis14.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris239.jpg,https://www.dermaamin.com/site/images/clinical-pic/c/calcinosis_cutis/calcinosis_cutis37.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris241.jpg,https://www.dermaamin.com/site/images/clinical-pic/c/calcinosis_cutis/calcinosis_cutis41.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris243.jpg,https://www.dermaamin.com/site/images/clinical-pic/c/carcinome_basocellulaire_sclerodermiforme/carcinome_basocellulaire_sclerodermiforme1.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris248.jpg,https://www.dermaamin.com/site/images/clinical-pic/c/cdle/cdle5.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris251.jpg,https://www.dermaamin.com/site/images/clinical-pic/c/cheilitis/cheilitis3.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris255.jpg,https://www.dermaamin.com/site/images/clinical-pic/c/cheilitis/cheilitis4.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris267.jpg,https://www.dermaamin.com/site/images/clinical-pic/c/chicken_pox/chicken_pox22.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris268.jpg,https://www.dermaamin.com/site/images/clinical-pic/c/chicken_pox/chicken_pox9.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris270.jpg,https://www.dermaamin.com/site/images/clinical-pic/c/comedonal_acne/comedonal_acne12.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris273.jpg,https://www.dermaamin.com/site/images/clinical-pic/c/comedonal_acne/comedonal_acne16.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris274.jpg,https://www.dermaamin.com/site/images/clinical-pic/c/congenital_dimple/congenital_dimple12.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris277.jpg,https://www.dermaamin.com/site/images/clinical-pic/c/congenital_dimple/congenital_dimple9.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris297.jpg,https://www.dermaamin.com/site/images/clinical-pic/c/congential_nevus/congential_nevus52.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris320.jpg,https://www.dermaamin.com/site/images/clinical-pic/c/congential_nevus/congential_nevus59.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris323.jpg,https://www.dermaamin.com/site/images/clinical-pic/c/contact_dermatitis/contact_dermatitis74.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris63.jpg,https://www.dermaamin.com/site/images/clinical-pic/c/cutaneous_larva_migrans/cutaneous_larva_migrans14.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris72.jpg,https://www.dermaamin.com/site/images/clinical-pic/d/dariers_disease/dariers_disease16.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acral_melanoma/acral_melanoma2.jpg,https://www.dermaamin.com/site/images/clinical-pic/d/dariers_disease/dariers_disease20.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acral_melanoma/acral_melanoma3.jpg,https://www.dermaamin.com/site/images/clinical-pic/d/dariers_disease/dariers_disease24.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica10.jpg,https://www.dermaamin.com/site/images/clinical-pic/d/dariers_disease/dariers_disease7.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica12.jpg,https://www.dermaamin.com/site/images/clinical-pic/d/dermatitis_artefacta/dermatitis_artefacta29.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica13.jpg,https://www.dermaamin.com/site/images/clinical-pic/d/dermatitis_solaris/dermatitis_solaris2.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica18.jpg,https://www.dermaamin.com/site/images/clinical-pic/d/dermatitis_solaris/dermatitis_solaris7.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica2.jpg,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma24.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica22.jpg,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma55.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica23.jpg,https://www.dermaamin.com/site/images/clinical-pic/d/dermatomyositis/dermatomyositis77.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica27.jpg,https://www.dermaamin.com/site/images/clinical-pic/d/dermatomyositis/dermatomyositis79.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica3.jpg,https://www.dermaamin.com/site/images/clinical-pic/d/dermatophytie/dermatophytie1.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica30.jpg,https://www.dermaamin.com/site/images/clinical-pic/d/dermatophytie/dermatophytie12.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica32.jpg,https://www.dermaamin.com/site/images/clinical-pic/d/dermographic_urticaria/dermographic_urticaria20.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica33.jpg,https://www.dermaamin.com/site/images/clinical-pic/d/digital_mucous_cyst/digital_mucous_cyst9.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica34.jpg,https://www.dermaamin.com/site/images/clinical-pic/d/discoid_le/discoid_le11.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica37.jpg,https://www.dermaamin.com/site/images/clinical-pic/d/disseminated_superficial_actinic_porokeratosis/disseminated_superficial_actinic_porokeratosis13.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica38.jpg,https://www.dermaamin.com/site/images/clinical-pic/d/disseminated_superficial_actinic_porokeratosis/disseminated_superficial_actinic_porokeratosis26.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica4.jpg,https://www.dermaamin.com/site/images/clinical-pic/d/disseminated_superficial_actinic_porokeratosis/disseminated_superficial_actinic_porokeratosis33.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica42.jpg,https://www.dermaamin.com/site/images/clinical-pic/f/fixed_drug_eruption/fixed_drug_eruption16.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica44.jpg,https://www.dermaamin.com/site/images/clinical-pic/f/fixed_drug_eruption/fixed_drug_eruption66.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica45.jpg,https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption/drug_eruption81.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica48.jpg,https://www.dermaamin.com/site/images/clinical-pic/f/fixed_drug_eruption/fixed_drug_eruption97.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica49.jpg,https://www.dermaamin.com/site/images/clinical-pic/d/dyshidrotic_eczema/dyshidrotic_eczema15.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica6.jpg,https://www.dermaamin.com/site/images/clinical-pic/d/dyshidrotic_eczema/dyshidrotic_eczema24.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica8.jpg,https://www.dermaamin.com/site/images/clinical-pic/d/dyshidrotic_eczema/dyshidrotic_eczema8.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acro_lentiginous_melanoma/acro_lentiginous_melanoma1.jpg,https://www.dermaamin.com/site/images/clinical-pic/e/eczema/eczema30.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acro_lentiginous_melanoma/acro_lentiginous_melanoma15.jpg,https://www.dermaamin.com/site/images/clinical-pic/e/eczema/eczema38.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acro_lentiginous_melanoma/acro_lentiginous_melanoma31.jpg,https://www.dermaamin.com/site/images/clinical-pic/e/eczema/eczema42.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acro_lentiginous_melanoma/acro_lentiginous_melanoma32.jpg,https://www.dermaamin.com/site/images/clinical-pic/e/eczema_hand/eczema_hand14.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acro_lentiginous_melanoma/acro_lentiginous_melanoma8.jpg,https://www.dermaamin.com/site/images/clinical-pic/e/ehlers_danlos_syndrome/ehlers_danlos_syndrome26.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/actinic_granuloma/actinic_granuloma1.jpg,https://www.dermaamin.com/site/images/clinical-pic/e/ehlers_danlos_syndrome/ehlers_danlos_syndrome34.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses104.jpg,https://www.dermaamin.com/site/images/clinical-pic/e/ehlers_danlos_syndrome/ehlers_danlos_syndrome44.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses113.jpg,https://www.dermaamin.com/site/images/clinical-pic/e/ehlers_danlos_syndrome/ehlers_danlos_syndrome66.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses12.jpg,https://www.dermaamin.com/site/images/clinical-pic/e/eosinophilic_pustula_folliculitis/eosinophilic_pustula_folliculitis31.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses121.jpg,https://www.dermaamin.com/site/images/clinical-pic/e/epidermal_cyst/epidermal_cyst15.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses123.jpg,https://www.dermaamin.com/site/images/clinical-pic/e/epidermal_cyst/epidermal_cyst21.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses133.jpg,https://www.dermaamin.com/site/images/clinical-pic/e/epidermal_cyst/epidermal_cyst36.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses16.jpg,https://www.dermaamin.com/site/images/clinical-pic/e/epidermal_naevus/epidermal_naevus28.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses20.jpg,https://www.dermaamin.com/site/images/clinical-pic/e/epidermal_naevus/epidermal_naevus33.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses32.jpg,https://www.dermaamin.com/site/images/clinical-pic/e/epidermal_naevus/epidermal_naevus41.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses34.jpg,https://www.dermaamin.com/site/images/clinical-pic/e/epidermal_naevus/epidermal_naevus46.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses44.jpg,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa/epidermolysis_bullosa19.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses50.jpg,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa/epidermolysis_bullosa34.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses52.jpg,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa/epidermolysis_bullosa7.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses54.jpg,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa_simplex_of_weber_cockayne_type/epidermolysis_bullosa_simplex_of_weber_cockayne_type5.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses65.jpg,https://www.dermaamin.com/site/images/clinical-pic/e/eruptive_xanthoma/eruptive_xanthoma13.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses67.jpg,https://www.dermaamin.com/site/images/clinical-pic/e/erythema-nodosum/erythema-nodosum14.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses72.jpg,https://www.dermaamin.com/site/images/clinical-pic/e/erythema-nodosum/erythema-nodosum20.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses78.jpg,https://www.dermaamin.com/site/images/clinical-pic/e/erythema-nodosum/erythema-nodosum57.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses93.jpg,https://www.dermaamin.com/site/images/clinical-pic/e/erythema-nodosum/erythema-nodosum9.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/actinic_prurigo/actinic_prurigo3.jpg,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_annulare_centrifugum/erythema_annulare_centrifugum17.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/actinic_prurigo/actinic_prurigo7.jpg,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_annulare_centrifugum/erythema_annulare_centrifugum23.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acute_contact_dermatitis/acute_contact_dermatitis14.jpg,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_annulare_centrifugum/erythema_annulare_centrifugum55.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acute_contact_dermatitis/acute_contact_dermatitis3.jpg,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_annulare_centrifugum/erythema_annulare_centrifugum65.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acute_paronychia/acute_paronychia3.jpg,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_elevatum_diutinum/erythema_elevatum_diutinum16.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acute_urticaria/acute_urticaria1.jpg,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_elevatum_diutinum/erythema_elevatum_diutinum21.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/acute_urticaria/acute_urticaria6.jpg,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_elevatum_diutinum/erythema_elevatum_diutinum27.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/addison_disease/addison_disease4.jpg,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_elevatum_diutinum/erythema_elevatum_diutinum9.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/addison_disease/addison_disease6.jpg,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_multiforme/erythema_multiforme115.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/adenocarcinoma/adenocarcinoma6.jpg,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_multiforme/erythema_multiforme36.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/adenoid_cystic_carcinoma/adenoid_cystic_carcinoma5.jpg,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_multiforme/erythema_multiforme38.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/airborne_contact_dermatitis/airborne_contact_dermatitis8.jpg,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_multiforme/erythema_multiforme87.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/allergic_contact_dermatitis/allergic_contact_dermatitis109.jpg,https://www.dermaamin.com/site/images/clinical-pic/e/erythem_achronicum_migrans/erythem_achronicum_migrans13.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/allergic_contact_dermatitis/allergic_contact_dermatitis118.jpg,https://www.dermaamin.com/site/images/clinical-pic/e/erythem_achronicum_migrans/erythem_achronicum_migrans43.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/allergic_contact_dermatitis/allergic_contact_dermatitis19.jpg,https://www.dermaamin.com/site/images/clinical-pic/e/erytrasma/erytrasma16.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/allergic_contact_dermatitis/allergic_contact_dermatitis42.jpg,https://www.dermaamin.com/site/images/clinical-pic/e/erytrasma/erytrasma6.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/allergic_contact_dermatitis/allergic_contact_dermatitis45.jpg,https://www.dermaamin.com/site/images/clinical-pic/f/factitial_dermatitis/factitial_dermatitis1.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/allergic_contact_dermatitis/allergic_contact_dermatitis47.jpg,https://www.dermaamin.com/site/images/clinical-pic/f/factitial_dermatitis/factitial_dermatitis30.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/allergic_contact_dermatitis/allergic_contact_dermatitis52.jpg,https://www.dermaamin.com/site/images/clinical-pic/f/factitial_dermatitis/factitial_dermatitis53.jpg
https://www.dermaamin.com/site/images/clinical-pic/a/allergic_contact_dermatitis/allergic_contact_dermatitis58.jpg,https://www.dermaamin.com/site/images/clinical-pic/f/fixed_drug_eruption/fixed_drug_eruption45.jpg
